Order_ID,Order_Date,Customer_ID,City,Restaurant,Food_Category,Quantity,Price,Discount,Delivery_Fee,Payment_Method,Order_Status,Rating,Total_Amount
ORD00357,2025-04-10,CUST0776,Mumbai,Mumbai Masala,Burgers,1,149.25,19.26,30,Debit Card,Delivered,3.5,159.99
ORD01470,2025-04-10,CUST0702,Kolkata,Bengal Feast,South Indian,2,186.14,11.35,30,Credit Card,Delivered,,390.93
ORD00628,2025-04-10,CUST0076,Bengaluru,Tech Tadka,North Indian,1,184.14,21.2,40,Credit Card,Cancelled,4.1,202.94
ORD00074,2025-04-10,CUST0002,Pune,Marathi Meals,Healthy Food,1,281.92,13.86,30,Debit Card,Delivered,3.9,298.06
ORD01011,2025-04-10,CUST0233,Mumbai,Mumbai Masala,Chinese,1,277.56,31.87,40,Debit Card,Delivered,3.7,285.69
ORD01605,2025-04-10,CUST0516,Bengaluru,Tech Tadka,Biryani,2,258.38,79.99,20,Debit Card,Delivered,4.2,456.77
ORD01262,2025-04-11,CUST0309,Kochi,Coastal Treats,Burgers,2,190.57,44.21,30,Debit Card,Delivered,3.9,366.93
ORD01250,2025-04-11,CUST0769,Kolkata,East Spice,Chinese,2,281.23,8.55,40,UPI,Delivered,3.6,593.91
ORD02869,2025-04-11,CUST0238,Kochi,Coconut Cafe,Pizza,1,377.68,67.96,20,Wallet,Delivered,4.1,329.72
ORD00732,2025-04-11,CUST0672,Kolkata,East Spice,Chinese,1,179.84,21.22,60,Credit Card,Delivered,4.7,218.62
ORD00989,2025-04-11,CUST0506,Chennai,Dosa House,Biryani,1,365.32,59.55,40,Wallet,Delivered,2.8,345.77
ORD00246,2025-04-11,CUST0684,Chennai,Dosa House,Healthy Food,1,342.2,53.92,20,Debit Card,Returned,4.5,308.28
ORD02633,2025-04-11,CUST0345,Bengaluru,Bengaluru Bowl,Biryani,1,311.71,43.07,20,UPI,Delivered,5.0,288.64
ORD00243,2025-04-11,CUST0638,Mumbai,Bombay Bites,South Indian,1,219.01,29.24,40,Debit Card,Delivered,4.1,229.77
ORD00975,2025-04-11,CUST0386,Pune,Cafe Central,North Indian,1,313.11,37.98,30,Credit Card,Delivered,4.7,305.13
ORD02263,2025-04-11,CUST0644,Kolkata,Biryani Corner,Biryani,2,225.56,65.75,20,Cash,Returned,4.9,405.37
ORD01056,2025-04-12,CUST0548,Hyderabad,Deccan Delights,Burgers,2,154.41,2.8,30,Credit Card,Delivered,4.8,336.02
ORD01048,2025-04-12,CUST0607,Chennai,Urban Tiffin,Healthy Food,2,269.47,16.06,30,Cash,Delivered,4.3,552.88
ORD01150,2025-04-12,CUST0616,Bengaluru,Bengaluru Bowl,Pizza,1,243.44,0.58,50,Wallet,Cancelled,5.0,292.86
ORD00369,2025-04-12,CUST0547,Hyderabad,Nawab Kitchen,Biryani,2,326.34,55.02,30,Credit Card,Delivered,3.8,627.66
ORD01745,2025-04-12,CUST0688,Chennai,Urban Tiffin,Pizza,2,365.32,112.12,40,Debit Card,Delivered,4.1,658.52
ORD00765,2025-04-12,CUST0373,Delhi,Capital Bites,South Indian,4,231.5,172.23,30,UPI,Delivered,4.6,783.77
ORD02467,2025-04-12,CUST0539,Pune,Pune Pantry,Burgers,2,350.58,62.92,30,UPI,Delivered,3.6,668.24
ORD00263,2025-04-12,CUST0752,Delhi,Delhi Zaika,Pizza,4,389.65,72.74,20,UPI,Delivered,4.5,1505.86
ORD01430,2025-04-12,CUST0359,Bengaluru,South Spice,North Indian,1,346.56,6.7,40,Wallet,Delivered,3.2,379.86
ORD01872,2025-04-13,CUST0271,Chennai,Spice Hub,Pizza,1,395.07,13.5,40,UPI,Delivered,,421.57
ORD01380,2025-04-13,CUST0469,Mumbai,Tandoor Tales,Healthy Food,1,350.75,60.8,30,Cash,Cancelled,4.2,319.95
ORD02458,2025-04-13,CUST0353,Kochi,Kerala Kitchen,Healthy Food,1,303.9,42.47,20,Credit Card,Delivered,4.8,281.43
ORD00539,2025-04-13,CUST0442,Bengaluru,South Spice,South Indian,1,190.11,15.89,20,Cash,Delivered,4.5,194.22
ORD01345,2025-04-13,CUST0162,Hyderabad,Biryani Point,Chinese,1,228.05,43.41,30,Wallet,Delivered,4.4,214.64
ORD02621,2025-04-13,CUST0390,Hyderabad,Deccan Delights,Desserts,2,160.74,1.64,40,UPI,Delivered,4.4,359.84
ORD02733,2025-04-13,CUST0397,Chennai,Chennai Bites,Burgers,1,228.15,45.45,30,UPI,Delivered,3.2,212.7
ORD01997,2025-04-14,CUST0317,Hyderabad,Nawab Kitchen,Pizza,2,329.09,86.57,30,UPI,Delivered,4.6,601.61
ORD01811,2025-04-14,CUST0360,Chennai,Urban Tiffin,Desserts,1,181.47,6.82,50,Credit Card,Delivered,3.9,224.65
ORD02155,2025-04-14,CUST0204,Hyderabad,Deccan Delights,Biryani,2,310.23,51.0,40,UPI,Delivered,4.3,609.46
ORD01110,2025-04-14,CUST0785,Kochi,Coconut Cafe,Pizza,1,399.23,63.73,40,UPI,Cancelled,4.4,375.5
ORD02479,2025-04-14,CUST0130,Mumbai,Mumbai Masala,Pizza,1,251.83,42.38,20,Credit Card,Delivered,4.9,229.45
ORD01440,2025-04-14,CUST0109,Bengaluru,Bengaluru Bowl,North Indian,2,240.9,33.31,20,UPI,Delivered,4.0,468.49
ORD02061,2025-04-14,CUST0332,Chennai,Chennai Bites,North Indian,1,370.7,23.74,50,Credit Card,Delivered,4.9,396.96
ORD00847,2025-04-14,CUST0095,Delhi,Punjabi Rasoi,Pizza,1,375.25,40.1,40,UPI,Delivered,3.3,375.15
ORD01121,2025-04-14,CUST0459,Hyderabad,Hyderabad House,Healthy Food,2,235.67,93.45,40,UPI,Delivered,4.0,417.89
ORD01073,2025-04-14,CUST0026,Mumbai,Mumbai Masala,South Indian,2,143.33,36.05,20,UPI,Delivered,4.5,270.61
ORD00720,2025-04-14,CUST0348,Pune,Marathi Meals,South Indian,4,175.63,18.5,30,UPI,Delivered,4.3,714.02
ORD00227,2025-04-14,CUST0386,Hyderabad,Hyderabad House,Chinese,3,231.45,29.16,30,UPI,Delivered,4.1,695.19
ORD00568,2025-04-15,CUST0012,Kolkata,Bengal Feast,Pizza,1,244.34,45.3,30,Credit Card,Delivered,4.4,229.04
ORD02503,2025-04-15,CUST0055,Hyderabad,Hyderabad House,North Indian,2,260.25,3.35,30,Debit Card,Delivered,3.4,547.15
ORD01311,2025-04-15,CUST0736,Kochi,Coastal Treats,Burgers,3,176.5,31.32,50,UPI,Delivered,4.4,548.18
ORD02544,2025-04-15,CUST0770,Chennai,Chennai Bites,Chinese,3,323.08,121.33,20,Debit Card,Delivered,4.6,867.91
ORD02969,2025-04-16,CUST0469,Hyderabad,Hyderabad House,Healthy Food,1,333.54,52.42,40,Wallet,Delivered,3.8,321.12
ORD00098,2025-04-16,CUST0053,Delhi,Capital Bites,Desserts,1,171.89,6.6,30,Wallet,Delivered,4.6,195.29
ORD00504,2025-04-16,CUST0790,Chennai,Chennai Bites,Healthy Food,1,203.64,5.13,20,UPI,Delivered,3.4,218.51
ORD00089,2025-04-16,CUST0462,Kochi,Kerala Kitchen,North Indian,1,382.07,64.08,50,UPI,Delivered,3.8,367.99
ORD02930,2025-04-16,CUST0010,Mumbai,Tandoor Tales,South Indian,1,166.37,1.68,30,UPI,Delivered,3.7,194.69
ORD02300,2025-04-16,CUST0629,Mumbai,Mumbai Masala,South Indian,2,146.44,41.72,30,Debit Card,Delivered,3.7,281.16
ORD01634,2025-04-16,CUST0697,Chennai,Chennai Bites,North Indian,1,366.14,33.15,30,Cash,Delivered,4.7,362.99
ORD02971,2025-04-16,CUST0202,Bengaluru,Tech Tadka,Burgers,2,258.06,27.04,50,Cash,Delivered,4.1,539.08
ORD02880,2025-04-16,CUST0534,Kochi,Malabar Bites,South Indian,1,195.61,30.32,30,UPI,Delivered,3.8,195.29
ORD02291,2025-04-16,CUST0267,Mumbai,Bombay Bites,Burgers,3,256.96,109.71,40,Cash,Delivered,3.8,701.17
ORD02753,2025-04-16,CUST0759,Hyderabad,Hyderabad House,South Indian,4,141.1,6.67,20,,Delivered,4.4,577.73
ORD02763,2025-04-16,CUST0087,Kolkata,Bengal Feast,Biryani,2,339.06,31.09,30,Credit Card,Delivered,4.3,677.03
ORD00951,2025-04-17,CUST0214,Bengaluru,South Spice,Pizza,2,334.62,21.15,20,UPI,Delivered,4.5,668.09
ORD02955,2025-04-17,CUST0735,Bengaluru,South Spice,North Indian,2,354.32,27.81,20,Debit Card,Delivered,4.5,700.83
ORD01697,2025-04-17,CUST0689,Kochi,Coconut Cafe,North Indian,1,282.48,41.31,60,Wallet,Delivered,3.1,301.17
ORD01718,2025-04-17,CUST0610,Delhi,Delhi Zaika,Burgers,1,283.92,2.75,50,UPI,Delivered,4.6,331.17
ORD00245,2025-04-17,CUST0053,Kolkata,Bengal Feast,North Indian,2,336.01,43.0,30,Debit Card,Delivered,5.0,659.02
ORD01951,2025-04-17,CUST0338,Chennai,Chennai Bites,Pizza,1,340.49,57.75,20,UPI,Delivered,3.9,302.74
ORD00605,2025-04-17,CUST0190,Kochi,Coconut Cafe,Pizza,2,251.71,49.58,30,UPI,Delivered,4.2,483.84
ORD01225,2025-04-17,CUST0396,Delhi,Punjabi Rasoi,North Indian,2,347.92,2.19,60,UPI,Delivered,4.2,753.65
ORD02453,2025-04-17,CUST0741,Kolkata,East Spice,Pizza,3,425.87,15.54,30,Debit Card,Delivered,4.2,1292.07
ORD00107,2025-04-17,CUST0015,Bengaluru,Bengaluru Bowl,North Indian,4,299.41,24.17,40,Credit Card,Delivered,4.0,1213.47
ORD00045,2025-04-17,CUST0567,Mumbai,Bombay Bites,Pizza,1,392.55,39.83,50,UPI,Cancelled,4.6,402.72
ORD01219,2025-04-18,CUST0134,Chennai,Dosa House,Desserts,1,207.28,26.97,60,Credit Card,Delivered,3.7,240.31
ORD00309,2025-04-18,CUST0208,Delhi,Capital Bites,Biryani,1,202.13,18.57,40,Wallet,Delivered,4.2,223.56
ORD01188,2025-04-18,CUST0196,Bengaluru,Bengaluru Bowl,Burgers,1,213.0,19.59,40,UPI,Delivered,4.7,233.41
ORD02974,2025-04-18,CUST0188,Delhi,Street Feast,South Indian,2,209.33,59.73,40,UPI,Cancelled,4.1,398.93
ORD01590,2025-04-18,CUST0615,Chennai,Urban Tiffin,North Indian,1,354.75,35.77,20,UPI,Delivered,3.5,338.98
ORD02615,2025-04-18,CUST0092,Mumbai,Mumbai Masala,Burgers,2,173.65,46.6,50,Wallet,Delivered,3.6,350.7
ORD00757,2025-04-18,CUST0471,Bengaluru,Bengaluru Bowl,South Indian,1,134.99,14.07,20,Cash,Delivered,4.3,140.92
ORD01814,2025-04-18,CUST0448,Kolkata,Bengal Feast,South Indian,3,166.22,79.89,20,UPI,Delivered,4.1,438.77
ORD02748,2025-04-18,CUST0242,Kolkata,East Spice,Pizza,2,359.7,115.8,40,Debit Card,Cancelled,4.5,643.6
ORD00530,2025-04-18,CUST0023,Bengaluru,Tech Tadka,Pizza,1,369.18,20.31,20,Credit Card,Delivered,4.8,368.87
ORD00481,2025-04-19,CUST0741,Hyderabad,Deccan Delights,Burgers,2,170.51,24.4,40,Cash,Delivered,4.9,356.62
ORD02394,2025-04-19,CUST0293,Mumbai,Mumbai Masala,Healthy Food,1,337.3,10.03,30,UPI,Delivered,3.1,357.27
ORD01340,2025-04-19,CUST0055,Delhi,Street Feast,North Indian,2,353.34,127.33,20,UPI,Delivered,3.6,599.35
ORD01326,2025-04-19,CUST0019,Bengaluru,Bengaluru Bowl,North Indian,2,173.62,55.25,30,Credit Card,Delivered,,321.99
ORD00701,2025-04-19,CUST0167,Bengaluru,Tech Tadka,Desserts,1,154.36,13.86,30,Cash,Delivered,4.5,170.5
ORD00257,2025-04-19,CUST0767,Kochi,Coconut Cafe,South Indian,3,110.56,35.52,50,Credit Card,Delivered,4.5,346.16
ORD01464,2025-04-19,CUST0268,Mumbai,Mumbai Masala,South Indian,1,196.35,0.45,40,Debit Card,Delivered,3.7,235.9
ORD01791,2025-04-19,CUST0394,Delhi,Delhi Zaika,Biryani,2,392.67,22.35,40,Debit Card,Cancelled,3.9,802.99
ORD01753,2025-04-19,CUST0349,Kolkata,Kolkata Kitchen,Healthy Food,1,500.95,52.5,40,UPI,Cancelled,3.1,488.45
ORD00002,2025-04-19,CUST0436,Bengaluru,South Spice,Burgers,1,295.31,42.92,40,UPI,Delivered,4.7,292.39
ORD01012,2025-04-19,CUST0109,Delhi,Delhi Zaika,Biryani,3,229.14,95.36,50,Credit Card,Delivered,4.4,642.06
ORD00534,2025-04-19,CUST0100,Delhi,Delhi Zaika,South Indian,1,176.86,4.89,40,Cash,Cancelled,4.5,211.97
ORD00687,2025-04-19,CUST0342,Kolkata,Biryani Corner,Pizza,2,310.3,29.18,30,UPI,Delivered,4.9,621.42
ORD02250,2025-04-20,CUST0089,Bengaluru,Garden Kitchen,Desserts,3,164.55,90.8,20,UPI,Delivered,4.7,422.85
ORD02119,2025-04-20,CUST0130,Kolkata,Kolkata Kitchen,Biryani,1,330.39,19.5,30,UPI,Delivered,3.3,340.89
ORD00373,2025-04-20,CUST0017,Kochi,Malabar Bites,Biryani,1,386.8,70.48,50,UPI,Delivered,3.7,366.32
ORD01780,2025-04-20,CUST0667,Pune,Marathi Meals,Burgers,1,261.16,47.95,30,UPI,Delivered,3.9,243.21
ORD02028,2025-04-20,CUST0012,Pune,Pune Pantry,Healthy Food,2,270.74,100.26,30,Credit Card,Delivered,5.0,471.22
ORD00408,2025-04-20,CUST0288,Hyderabad,Nawab Kitchen,Chinese,1,307.78,40.71,60,UPI,Delivered,4.2,327.07
ORD01662,2025-04-21,CUST0061,Bengaluru,Bengaluru Bowl,North Indian,2,275.04,95.79,40,Wallet,Delivered,4.0,494.29
ORD00713,2025-04-21,CUST0058,Mumbai,Mumbai Masala,Chinese,1,321.43,10.35,50,Debit Card,Delivered,3.8,361.08
ORD01055,2025-04-21,CUST0229,Chennai,Spice Hub,Chinese,1,343.51,20.99,30,Credit Card,Delivered,4.0,352.52
ORD02634,2025-04-21,CUST0642,Mumbai,Mumbai Masala,Biryani,1,336.8,41.07,50,,Delivered,4.3,345.73
ORD01426,2025-04-21,CUST0521,Delhi,Capital Bites,Biryani,1,199.17,6.47,40,UPI,Delivered,3.8,232.7
ORD01099,2025-04-21,CUST0261,Chennai,Chennai Bites,Biryani,1,279.43,17.91,30,Debit Card,Delivered,4.2,291.52
ORD02400,2025-04-21,CUST0060,Hyderabad,Deccan Delights,Pizza,4,357.0,96.95,30,UPI,Delivered,3.5,1361.05
ORD00876,2025-04-21,CUST0738,Mumbai,Mumbai Masala,Desserts,2,195.41,67.83,40,UPI,Delivered,3.9,362.99
ORD00165,2025-04-22,CUST0407,Hyderabad,Hyderabad House,North Indian,1,322.65,50.27,40,UPI,Delivered,4.3,312.38
ORD00962,2025-04-22,CUST0625,Chennai,Dosa House,Biryani,1,255.05,18.57,30,Debit Card,Delivered,4.4,266.48
ORD02422,2025-04-22,CUST0523,Mumbai,Mumbai Masala,North Indian,1,319.5,15.13,40,Wallet,Delivered,4.3,344.37
ORD02283,2025-04-22,CUST0605,Pune,Deccan Kitchen,Pizza,4,334.78,250.0,20,UPI,Delivered,5.0,1109.12
ORD01344,2025-04-22,CUST0458,Pune,Pune Pantry,Chinese,4,288.77,106.84,30,UPI,Delivered,4.5,1078.24
ORD02161,2025-04-22,CUST0156,Delhi,Delhi Zaika,Biryani,1,336.19,44.05,30,Wallet,Delivered,3.9,322.14
ORD02576,2025-04-22,CUST0007,Pune,Cafe Central,Desserts,1,105.66,19.0,20,UPI,Delivered,4.1,106.66
ORD02761,2025-04-22,CUST0416,Delhi,Capital Bites,Burgers,2,233.67,89.7,30,UPI,Delivered,3.9,407.64
ORD01399,2025-04-22,CUST0386,Pune,Cafe Central,Chinese,2,248.14,18.64,40,Debit Card,Delivered,3.2,517.64
ORD01808,2025-04-22,CUST0113,Mumbai,Bombay Bites,North Indian,1,409.01,26.76,20,Debit Card,Returned,3.6,402.25
ORD02541,2025-04-23,CUST0578,Pune,Pune Pantry,Biryani,2,225.76,33.0,40,UPI,Delivered,4.4,458.52
ORD00046,2025-04-23,CUST0244,Bengaluru,Garden Kitchen,South Indian,3,197.46,8.09,30,Cash,Delivered,5.0,614.29
ORD01515,2025-04-23,CUST0450,Pune,Marathi Meals,Pizza,1,378.61,62.63,30,UPI,Cancelled,4.6,345.98
ORD01286,2025-04-23,CUST0180,Pune,Cafe Central,Pizza,1,425.36,27.08,30,Wallet,Cancelled,4.3,428.28
ORD00824,2025-04-23,CUST0771,Mumbai,Tandoor Tales,Pizza,2,352.41,28.73,30,UPI,Delivered,3.9,706.09
ORD00560,2025-04-23,CUST0268,Pune,Pune Pantry,Biryani,1,346.24,8.79,40,Credit Card,Delivered,4.8,377.45
ORD02130,2025-04-23,CUST0676,Bengaluru,Tech Tadka,Biryani,2,248.73,94.5,30,Credit Card,Delivered,4.6,432.96
ORD00652,2025-04-23,CUST0042,Mumbai,Mumbai Masala,Burgers,1,282.16,51.94,60,,Delivered,3.2,290.22
ORD00014,2025-04-23,CUST0088,Mumbai,Tandoor Tales,Biryani,1,253.98,9.73,30,UPI,Delivered,5.0,274.25
ORD02784,2025-04-23,CUST0436,Hyderabad,Hyderabad House,North Indian,1,288.56,37.42,20,UPI,Delivered,4.3,271.14
ORD00019,2025-04-23,CUST0662,Mumbai,Mumbai Masala,Burgers,3,247.69,126.28,20,Cash,Delivered,3.7,636.79
ORD02574,2025-04-23,CUST0134,Bengaluru,Bengaluru Bowl,Burgers,1,191.1,23.3,40,Debit Card,Returned,,207.8
ORD00237,2025-04-24,CUST0220,Hyderabad,Deccan Delights,Pizza,1,285.85,25.28,50,Debit Card,Delivered,3.8,310.57
ORD01508,2025-04-24,CUST0244,Hyderabad,Biryani Point,Pizza,2,350.44,39.37,40,UPI,Delivered,4.6,701.51
ORD02386,2025-04-24,CUST0633,Kochi,Coconut Cafe,Chinese,1,242.37,47.51,40,UPI,Cancelled,3.9,234.86
ORD00799,2025-04-24,CUST0005,Delhi,Punjabi Rasoi,Desserts,1,132.27,20.62,40,UPI,Cancelled,4.6,151.65
ORD01300,2025-04-24,CUST0689,Bengaluru,Garden Kitchen,Desserts,2,129.35,29.49,30,Debit Card,Delivered,4.1,259.21
ORD01716,2025-04-24,CUST0580,Chennai,Chennai Bites,Pizza,2,370.67,39.14,50,Debit Card,Delivered,5.0,752.2
ORD02091,2025-04-24,CUST0268,Bengaluru,South Spice,Pizza,1,305.91,49.56,60,UPI,Delivered,4.4,316.35
ORD01825,2025-04-25,CUST0572,Hyderabad,Deccan Delights,Biryani,2,219.5,50.22,40,Credit Card,Delivered,4.0,428.78
ORD00347,2025-04-25,CUST0470,Bengaluru,South Spice,Biryani,2,283.86,61.74,40,UPI,Delivered,3.7,545.98
ORD02477,2025-04-25,CUST0259,Kolkata,Biryani Corner,Biryani,1,288.61,27.76,20,UPI,Delivered,4.2,280.85
ORD00018,2025-04-26,CUST0131,Pune,Cafe Central,North Indian,1,291.04,34.89,40,UPI,Delivered,3.9,296.15
ORD00195,2025-04-26,CUST0190,Hyderabad,Nawab Kitchen,Pizza,2,392.76,61.34,30,UPI,Cancelled,3.6,754.18
ORD01924,2025-04-26,CUST0536,Pune,Deccan Kitchen,Healthy Food,1,384.34,8.43,50,UPI,Delivered,4.2,425.91
ORD01362,2025-04-26,CUST0239,Chennai,Spice Hub,Biryani,4,333.66,207.09,50,Debit Card,Delivered,4.7,1177.55
ORD02194,2025-04-26,CUST0185,Mumbai,Bombay Bites,Burgers,1,138.68,19.12,30,UPI,Delivered,3.9,149.56
ORD02425,2025-04-26,CUST0077,Bengaluru,Garden Kitchen,Chinese,1,231.13,31.8,30,Wallet,Delivered,3.8,229.33
ORD02910,2025-04-26,CUST0108,Mumbai,Tandoor Tales,Burgers,1,233.48,27.78,40,Debit Card,Delivered,4.6,245.7
ORD00784,2025-04-26,CUST0461,Mumbai,Mumbai Masala,Burgers,1,178.18,14.24,20,UPI,Delivered,5.0,183.94
ORD01305,2025-04-26,CUST0063,Chennai,Spice Hub,Pizza,1,348.23,15.0,30,Debit Card,Delivered,3.3,363.23
ORD02810,2025-04-26,CUST0463,Kolkata,Kolkata Kitchen,Desserts,1,191.11,11.69,50,Debit Card,Delivered,3.8,229.42
ORD00648,2025-04-26,CUST0569,Pune,Deccan Kitchen,Biryani,1,269.16,25.04,20,Cash,Delivered,3.4,264.12
ORD01294,2025-04-26,CUST0666,Pune,Cafe Central,South Indian,1,154.27,16.34,40,Wallet,Delivered,4.6,177.93
ORD01339,2025-04-26,CUST0264,Pune,Marathi Meals,Biryani,1,252.49,9.76,30,UPI,Delivered,4.0,272.73
ORD02564,2025-04-26,CUST0239,Pune,Deccan Kitchen,Biryani,2,294.02,52.16,40,UPI,Delivered,4.4,575.88
ORD00006,2025-04-27,CUST0701,Mumbai,Tandoor Tales,North Indian,1,367.46,54.51,20,UPI,Delivered,4.4,332.95
ORD01884,2025-04-27,CUST0382,Mumbai,Coastal Kitchen,Biryani,1,212.11,29.64,30,UPI,Delivered,4.1,212.47
ORD00737,2025-04-27,CUST0203,Mumbai,Coastal Kitchen,Pizza,4,311.0,153.58,40,Credit Card,Cancelled,4.5,1130.42
ORD00140,2025-04-27,CUST0547,Kochi,Malabar Bites,Chinese,3,317.86,146.87,20,Debit Card,Delivered,3.8,826.71
ORD00338,2025-04-27,CUST0504,Chennai,Chennai Bites,Healthy Food,1,260.17,51.61,20,Debit Card,Delivered,3.6,228.56
ORD01282,2025-04-27,CUST0179,Chennai,Spice Hub,Chinese,1,180.09,14.75,30,UPI,Delivered,4.7,195.34
ORD00582,2025-04-27,CUST0617,Kochi,Kerala Kitchen,North Indian,1,277.65,46.56,40,UPI,Cancelled,3.7,271.09
ORD01898,2025-04-28,CUST0527,Hyderabad,Biryani Point,Burgers,2,149.8,28.84,30,UPI,Delivered,4.5,300.76
ORD01527,2025-04-28,CUST0039,Delhi,Capital Bites,South Indian,1,169.2,9.22,40,Cash,Delivered,3.9,199.98
ORD00883,2025-04-28,CUST0308,Chennai,Spice Hub,Chinese,1,242.43,15.77,20,Credit Card,Delivered,4.4,246.66
ORD00627,2025-04-28,CUST0233,Mumbai,Mumbai Masala,Pizza,1,482.22,6.87,50,UPI,Delivered,3.6,525.35
ORD02865,2025-04-28,CUST0661,Mumbai,Mumbai Masala,Burgers,1,200.33,19.49,20,Cash,Delivered,4.4,200.84
ORD01795,2025-04-28,CUST0670,Delhi,Delhi Zaika,Pizza,3,395.57,194.51,50,UPI,Delivered,3.8,1042.2
ORD00575,2025-04-28,CUST0727,Mumbai,Coastal Kitchen,Pizza,2,325.89,39.38,60,Debit Card,Delivered,5.0,672.4
ORD01838,2025-04-28,CUST0401,Hyderabad,Hyderabad House,Pizza,1,499.57,14.2,30,,Delivered,3.1,515.37
ORD00049,2025-04-28,CUST0485,Kochi,Malabar Bites,Healthy Food,1,385.25,68.3,30,Debit Card,Delivered,4.3,346.95
ORD02167,2025-04-28,CUST0642,Delhi,Punjabi Rasoi,Pizza,2,322.27,78.05,60,UPI,Delivered,4.4,626.49
ORD00024,2025-04-28,CUST0414,Hyderabad,Deccan Delights,Biryani,1,290.51,41.4,20,Cash,Delivered,4.5,269.11
ORD01037,2025-04-28,CUST0437,Bengaluru,Garden Kitchen,South Indian,2,204.95,63.3,30,Credit Card,Delivered,4.1,376.6
ORD02530,2025-04-28,CUST0784,Chennai,Dosa House,Desserts,1,184.46,26.8,40,Credit Card,Delivered,4.5,197.66
ORD00921,2025-04-29,CUST0195,Bengaluru,Bengaluru Bowl,North Indian,1,223.98,22.46,20,Wallet,Delivered,4.3,221.52
ORD02222,2025-04-29,CUST0311,Delhi,Delhi Zaika,Chinese,1,188.85,0.75,30,UPI,Delivered,4.2,218.1
ORD02489,2025-04-29,CUST0264,Delhi,Delhi Zaika,Desserts,2,165.65,0.23,20,UPI,Delivered,3.8,351.07
ORD02213,2025-04-29,CUST0776,Hyderabad,Deccan Delights,Chinese,2,176.35,38.73,20,Credit Card,Delivered,4.3,333.97
ORD01122,2025-04-29,CUST0137,Hyderabad,Hyderabad House,North Indian,2,340.28,72.39,40,UPI,Delivered,4.9,648.17
ORD01069,2025-04-29,CUST0441,Delhi,Delhi Zaika,Desserts,2,147.35,7.7,40,Credit Card,Delivered,5.0,327.0
ORD02346,2025-04-30,CUST0670,Delhi,Street Feast,Pizza,1,346.3,33.45,30,Debit Card,Delivered,4.2,342.85
ORD00386,2025-04-30,CUST0497,Delhi,Capital Bites,South Indian,1,219.88,27.37,30,Credit Card,Cancelled,4.4,222.51
ORD00095,2025-04-30,CUST0720,Hyderabad,Biryani Point,Biryani,1,198.76,31.79,20,UPI,Delivered,4.6,186.97
ORD01891,2025-04-30,CUST0774,Bengaluru,Tech Tadka,Pizza,2,159.12,50.56,50,UPI,Delivered,4.2,317.68
ORD00880,2025-04-30,CUST0335,Delhi,Street Feast,South Indian,2,192.83,70.57,20,Debit Card,Delivered,4.5,335.09
ORD00410,2025-04-30,CUST0639,Hyderabad,Deccan Delights,North Indian,3,319.15,150.37,30,Wallet,Delivered,3.0,837.08
ORD00969,2025-04-30,CUST0726,Bengaluru,Bengaluru Bowl,South Indian,1,204.25,0.59,50,UPI,Delivered,4.3,253.66
ORD02052,2025-04-30,CUST0059,Mumbai,Mumbai Masala,Healthy Food,2,309.19,16.39,40,Wallet,Delivered,3.8,641.99
ORD01744,2025-05-01,CUST0316,Delhi,Punjabi Rasoi,Burgers,1,228.01,1.9,30,Cash,Delivered,3.6,256.11
ORD02823,2025-05-01,CUST0149,Hyderabad,Hyderabad House,Chinese,1,311.26,12.03,30,Credit Card,Delivered,3.6,329.23
ORD00949,2025-05-01,CUST0047,Delhi,Street Feast,Biryani,1,315.33,60.52,40,UPI,Delivered,4.4,294.81
ORD00384,2025-05-01,CUST0280,Chennai,Chennai Bites,North Indian,3,380.24,151.99,20,UPI,Delivered,4.0,1008.73
ORD02693,2025-05-02,CUST0650,Bengaluru,Bengaluru Bowl,South Indian,1,135.62,15.17,30,UPI,Delivered,3.8,150.45
ORD01171,2025-05-02,CUST0554,Kolkata,Bengal Feast,North Indian,2,332.43,58.57,50,Credit Card,Returned,3.3,656.29
ORD01823,2025-05-02,CUST0224,Delhi,Capital Bites,Burgers,1,275.69,53.0,40,UPI,Delivered,4.1,262.69
ORD02747,2025-05-02,CUST0010,Bengaluru,Garden Kitchen,Burgers,1,225.88,25.52,30,UPI,Delivered,4.7,230.36
ORD00671,2025-05-02,CUST0174,Kolkata,Biryani Corner,Pizza,4,254.47,71.35,30,Wallet,Delivered,4.4,976.53
ORD01950,2025-05-02,CUST0320,Mumbai,Mumbai Masala,South Indian,1,198.05,7.26,40,Debit Card,Delivered,4.0,230.79
ORD00609,2025-05-02,CUST0369,Delhi,Punjabi Rasoi,North Indian,1,318.88,48.58,50,UPI,Delivered,4.6,320.3
ORD01712,2025-05-03,CUST0781,Pune,Cafe Central,Burgers,2,178.33,34.6,30,Credit Card,Delivered,3.4,352.06
ORD01935,2025-05-03,CUST0521,Mumbai,Bombay Bites,Healthy Food,2,198.96,5.67,20,Credit Card,Delivered,3.6,412.25
ORD01428,2025-05-03,CUST0237,Hyderabad,Deccan Delights,Chinese,1,310.76,30.63,30,Cash,Delivered,4.2,310.13
ORD00863,2025-05-03,CUST0401,Mumbai,Coastal Kitchen,Chinese,1,302.17,19.1,30,Credit Card,Delivered,2.8,313.07
ORD00035,2025-05-04,CUST0475,Bengaluru,South Spice,North Indian,3,382.23,116.32,30,Debit Card,Cancelled,4.4,1060.37
